id,titolo_breve,production_id,dcTitle,from,to,datetext,luogo_nome,luogo_id,edificio_nome,edificio_id,composizione_nome,composizione_id,fullpath
57305,Rinaldo,,Rinaldo,1991-11-24,1991-11-24,24/11/1991,Reggio Emilia,187,Teatro Municipale Valli,8715,"1711 Rinaldo, HWV 7a",69490,/Recite/24-11-1991 Rinaldo (57305)
57306,L'amico Fritz,,L'amico Fritz,1994-05-06,1994-05-06,06/05/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1891 L'amico Fritz,69345,/Recite/06-05-1994 L'amico Fritz (57306)
57307,Rinaldo,,Rinaldo,1991-11-26,1991-11-26,26/11/1991,Reggio Emilia,187,Teatro Municipale Valli,8715,"1711 Rinaldo, HWV 7a",69490,/Recite/26-11-1991 Rinaldo (57307)
57308,Rinaldo,,Rinaldo,1991-11-28,1991-11-28,28/11/1991,Reggio Emilia,187,Teatro Municipale Valli,8715,"1711 Rinaldo, HWV 7a",69490,/Recite/28-11-1991 Rinaldo (57308)
57309,L'amico Fritz,,L'amico Fritz,1994-05-08,1994-05-08,08/05/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1891 L'amico Fritz,69345,/Recite/08-05-1994 L'amico Fritz (57309)
57310,L'amico Fritz,,L'amico Fritz,1994-05-09,1994-05-09,09/05/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1891 L'amico Fritz,69345,/Recite/09-05-1994 L'amico Fritz (57310)
57311,La serva padrona - Il maestro di cappella: La serva padrona,,La serva padrona / Il maestro di cappella: La serva padrona,1992-01-11,1992-01-11,11/01/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1733 La serva padrona,69364,/Recite/11-01-1992 La serva padrona - Il maestro di cappella: La serva padrona (57311)
57312,Didone abbandonata,,Didone abbandonata,1992-01-31,1992-01-31,31/01/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1747 Didone abbandonata,69633,/Recite/31-01-1992 Didone abbandonata (57312)
57313,Didone abbandonata,,Didone abbandonata,1992-02-02,1992-02-02,02/02/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1747 Didone abbandonata,69633,/Recite/02-02-1992 Didone abbandonata (57313)
57314,Macbeth,,Macbeth,1992-03-03,1992-03-03,03/03/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1847 Macbeth,69505,/Recite/03-03-1992 Macbeth (57314)
57315,Porgy and Bess,,Porgy and Bess,1994-05-17,1994-05-17,17/05/1994,Reggio Emilia,187,Teatro Municipale Valli,8715,1935 Porgy and Bess,69335,/Recite/17-05-1994 Porgy and Bess (57315)
57316,Amor rende sagace,,Amor rende sagace,1993-01-15,1993-01-15,15/01/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1793 Amor rende sagace,69639,/Recite/15-01-1993 Amor rende sagace (57316)
57317,Amor rende sagace,,Amor rende sagace,1993-01-17,1993-01-17,17/01/1993,Reggio Emilia,187,,,1793 Amor rende sagace,69639,/Recite/17-01-1993 Amor rende sagace (57317)
57318,La scala di seta,,La scala di seta,1993-03-17,1993-03-17,17/03/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1812 La scala di seta,69421,/Recite/17-03-1993 La scala di seta (57318)
57319,La scala di seta,,La scala di seta,1993-03-19,1993-03-19,19/03/1993,Reggio Emilia,187,,,1812 La scala di seta,69421,/Recite/19-03-1993 La scala di seta (57319)
57320,La scala di seta,,La scala di seta,1993-03-21,1993-03-21,21/03/1993,Reggio Emilia,187,,,1812 La scala di seta,69421,/Recite/21-03-1993 La scala di seta (57320)
57321,Otello,,Otello,1992-09-08,1992-09-08,08/09/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1887 Otello,69424,/Recite/08-09-1992 Otello (57321)
57322,La sonnambula,,La sonnambula,1993-04-08,1993-04-08,08/04/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1831 La sonnambula,69316,/Recite/08-04-1993 La sonnambula (57322)
57323,Otello,,Otello,1992-09-11,1992-09-11,11/09/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1887 Otello,69424,/Recite/11-09-1992 Otello (57323)
57324,Otello,,Otello,1992-09-13,1992-09-13,13/09/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,1887 Otello,69424,/Recite/13-09-1992 Otello (57324)
57325,La sonnambula,,La sonnambula,1993-04-10,1993-04-10,10/04/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1831 La sonnambula,69316,/Recite/10-04-1993 La sonnambula (57325)
57326,La bohème,,La bohème,1993-04-25,1993-04-25,25/04/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1895 La bohème,69366,/Recite/25-04-1993 La bohème (57326)
57327,La bohème,,La bohème,1993-04-27,1993-04-27,27/04/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1895 La bohème,69366,/Recite/27-04-1993 La bohème (57327)
57328,La bohème,,La bohème,1993-04-29,1993-04-29,29/04/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1895 La bohème,69366,/Recite/29-04-1993 La bohème (57328)
57329,La bohème,,La bohème,1993-05-01,1993-05-01,01/05/1993,Reggio Emilia,187,Teatro Municipale Valli,8715,1895 La bohème,69366,/Recite/01-05-1993 La bohème (57329)
57330,"Idomeneo, re di Creta",,"Idomeneo, re di Creta",2000-03-31,2000-03-31,31/03/2000,Reggio Emilia,187,Teatro Municipale Valli,8715,"1781 Idomeneo, re di Creta, K 366",69354,"/Recite/31-03-2000 Idomeneo, re di Creta (57330)"
57331,"Idomeneo, re di Creta",,"Idomeneo, re di Creta",2000-04-02,2000-04-02,02/04/2000,Reggio Emilia,187,Teatro Municipale Valli,8715,"1781 Idomeneo, re di Creta, K 366",69354,"/Recite/02-04-2000 Idomeneo, re di Creta (57331)"
57332,Ensemble Nextime . Aterballetto,,Ensemble Nextime . Aterballetto,1997-10-11,1997-10-11,11/10/1997,Reggio Emilia,187,Teatro Municipale Valli,8715,"1985 Sextet, tast,6percuss",69717,/Recite/11-10-1997 Ensemble Nextime . Aterballetto (57332)
57334,Giovane Quartetto Italiano . Aterballetto,,Giovane Quartetto Italiano . Aterballetto,1992-06-19,1992-06-19,19/06/1992,Reggio Emilia,187,Teatro Municipale Valli,8715,"1931 Cantari alla madrigalesca, archi n. 3",73059,/Recite/19-06-1992 Giovane Quartetto Italiano . Aterballetto (57334)
57335,"07-04-2000 Les Ballets de Monte-Carlo.
Roméo et Juliette",,"Les Ballets de Monte-Carlo.
Roméo et Juliette",2000-04-07,2000-04-07,07/04/2000,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/07-04-2000 Les Ballets de Monte-Carlo.
Roméo et Juliette (57335)"
57336,Natale in casa Cupiello,,Natale in casa Cupiello,2000-03-24,2000-03-24,24/03/2000,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/24-03-2000 Natale in casa Cupiello (57336)
57337,Natale in casa Cupiello,,Natale in casa Cupiello,2000-03-25,2000-03-25,25/03/2000,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/25-03-2000 Natale in casa Cupiello (57337)
57338,Natale in casa Cupiello,,Natale in casa Cupiello,2000-03-26,2000-03-26,26/03/2000,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/26-03-2000 Natale in casa Cupiello (57338)
57339,Miseria e nobiltà,,Miseria e nobiltà,2000-04-07,2000-04-07,07/04/2000,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/07-04-2000 Miseria e nobiltà (57339)
57340,Miseria e nobiltà,,Miseria e nobiltà,2000-04-08,2000-04-08,08/04/2000,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/08-04-2000 Miseria e nobiltà (57340)
57341,Miseria e nobiltà,,Miseria e nobiltà,2000-04-09,2000-04-09,09/04/2000,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/09-04-2000 Miseria e nobiltà (57341)
57342,Ring,,Ring,2000-03-30,2000-03-30,30/03/2000,Reggio Emilia,187,Teatro Cavallerizza,8653,,,/Recite/30-03-2000 Ring (57342)
57343,Aterballetto,,Aterballetto,2000-03-04,2000-03-04,04/03/2000,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/04-03-2000 Aterballetto (57343)
57344,Ensemble Icarus . Aterballetto,,Ensemble Icarus . Aterballetto,1999-10-09,1999-10-09,09/10/1999,Reggio Emilia,187,Teatro Ariosto,9415,"1985 Le clessidre di Dürer, cl,vl,vlc,pf",69915,/Recite/09-10-1999 Ensemble Icarus . Aterballetto (57344)
57345,"28-10-1999 Compagnie Edna.
Herses (une lente introduction)",,"Compagnie Edna.
Herses (une lente introduction)",1999-10-28,1999-10-28,28/10/1999,Reggio Emilia,187,Teatro Cavallerizza,8653,,,"/Recite/28-10-1999 Compagnie Edna.
Herses (une lente introduction) (57345)"
57346,"20-04-2000 Balletto di Toscana.
Trio italiano",,"Balletto di Toscana.
Trio italiano",2000-04-20,2000-04-20,20/04/2000,Reggio Emilia,187,Teatro Ariosto,9415,,,"/Recite/20-04-2000 Balletto di Toscana.
Trio italiano (57346)"
57347,Il pipistrello,,Il pipistrello,1999-11-26,1999-11-26,26/11/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,"1873 - 1874 Die Fledermaus - Il pipistrello, n. 3",69586,/Recite/26-11-1999 Il pipistrello (57347)
57348,Il pipistrello,,Il pipistrello,1999-11-27,1999-11-27,27/11/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,"1873 - 1874 Die Fledermaus - Il pipistrello, n. 3",69586,/Recite/27-11-1999 Il pipistrello (57348)
57349,Il pipistrello,,Il pipistrello,1999-11-28,1999-11-28,28/11/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,"1873 - 1874 Die Fledermaus - Il pipistrello, n. 3",69586,/Recite/28-11-1999 Il pipistrello (57349)
57350,Il pipistrello,,Il pipistrello,1999-11-30,1999-11-30,30/11/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,"1873 - 1874 Die Fledermaus - Il pipistrello, n. 3",69586,/Recite/30-11-1999 Il pipistrello (57350)
57351,My Fair Lady,,My Fair Lady,1999-12-17,1999-12-17,17/12/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,1956 My fair Lady,69942,/Recite/17-12-1999 My Fair Lady (57351)
57352,My Fair Lady,,My Fair Lady,1999-12-18,1999-12-18,18/12/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,1956 My fair Lady,69942,/Recite/18-12-1999 My Fair Lady (57352)
57353,My Fair Lady,,My Fair Lady,1999-12-19,1999-12-19,19/12/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,1956 My fair Lady,69942,/Recite/19-12-1999 My Fair Lady (57353)
57354,My Fair Lady,,My Fair Lady,1999-12-19,1999-12-19,19/12/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,1956 My fair Lady,69942,/Recite/19-12-1999 My Fair Lady (57354)
57355,2 ore sole ti vorrei,,2 ore sole ti vorrei,2000-01-29,2000-01-29,29/01/2000,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/29-01-2000 2 ore sole ti vorrei (57355)
57356,2 ore sole ti vorrei,,2 ore sole ti vorrei,2000-01-30,2000-01-30,30/01/2000,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/30-01-2000 2 ore sole ti vorrei (57356)
57357,Sogno viennese,,Sogno viennese,2000-02-18,2000-02-18,18/02/2000,Reggio Emilia,187,Teatro Municipale Valli,8715,Sogno viennese,69951,/Recite/18-02-2000 Sogno viennese (57357)
57358,Sogno viennese,,Sogno viennese,2000-02-19,2000-02-19,19/02/2000,Reggio Emilia,187,Teatro Municipale Valli,8715,Sogno viennese,69951,/Recite/19-02-2000 Sogno viennese (57358)
57359,Sogno viennese,,Sogno viennese,2000-02-20,2000-02-20,20/02/2000,Reggio Emilia,187,Teatro Municipale Valli,8715,Sogno viennese,69951,/Recite/20-02-2000 Sogno viennese (57359)
57360,Sogno viennese,,Sogno viennese,2000-02-22,2000-02-22,22/02/2000,Reggio Emilia,187,Teatro Municipale Valli,8715,Sogno viennese,69951,/Recite/22-02-2000 Sogno viennese (57360)
57361,Otello,,Otello,2000-03-09,2000-03-09,09/03/2000,Reggio Emilia,187,Teatro Municipale Valli,8715,1887 Otello,69424,/Recite/09-03-2000 Otello (57361)
57362,La donna del mare,,La donna del mare,1999-01-09,1999-01-09,09/01/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/09-01-1999 La donna del mare (57362)
57363,La donna del mare,,La donna del mare,1999-01-10,1999-01-10,10/01/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/10-01-1999 La donna del mare (57363)
57364,La grande magia,,La grande magia,1999-01-20,1999-01-20,20/01/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/20-01-1999 La grande magia (57364)
57365,La grande magia,,La grande magia,1999-01-21,1999-01-21,21/01/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/21-01-1999 La grande magia (57365)
57366,La grande magia,,La grande magia,1999-01-22,1999-01-22,22/01/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/22-01-1999 La grande magia (57366)
57367,La grande magia,,La grande magia,1999-01-23,1999-01-23,23/01/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/23-01-1999 La grande magia (57367)
57368,La grande magia,,La grande magia,1999-01-24,1999-01-24,24/01/1999,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/24-01-1999 La grande magia (57368)
57369,Ubu incatenato e re,,Ubu incatenato e re,1999-02-19,1999-02-19,19/02/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/19-02-1999 Ubu incatenato e re (57369)
57370,Ubu incatenato e re,,Ubu incatenato e re,1999-02-20,1999-02-20,20/02/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/20-02-1999 Ubu incatenato e re (57370)
57371,Ubu incatenato e re,,Ubu incatenato e re,1999-02-21,1999-02-21,21/02/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/21-02-1999 Ubu incatenato e re (57371)
57372,Amleto,,Amleto,1999-02-26,1999-02-26,26/02/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/26-02-1999 Amleto (57372)
57373,Amleto,,Amleto,1999-02-27,1999-02-27,27/02/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/27-02-1999 Amleto (57373)
57374,Amleto,,Amleto,1999-02-28,1999-02-28,28/02/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/28-02-1999 Amleto (57374)
57375,Le sedie,,Le sedie,1999-03-04,1999-03-04,04/03/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/04-03-1999 Le sedie (57375)
57376,Le sedie,,Le sedie,1999-03-05,1999-03-05,05/03/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/05-03-1999 Le sedie (57376)
57377,Le sedie,,Le sedie,1999-03-06,1999-03-06,06/03/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/06-03-1999 Le sedie (57377)
57378,Il campiello,,Il campiello,1999-03-16,1999-03-16,16/03/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/16-03-1999 Il campiello (57378)
57379,Il campiello,,Il campiello,1999-03-17,1999-03-17,17/03/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/17-03-1999 Il campiello (57379)
57380,Il campiello,,Il campiello,1999-03-18,1999-03-18,18/03/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/18-03-1999 Il campiello (57380)
57381,Max Gericke,,Max Gericke,1999-04-09,1999-04-09,09/04/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/09-04-1999 Max Gericke (57381)
57382,Max Gericke,,Max Gericke,1999-04-09,1999-04-09,09/04/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/09-04-1999 Max Gericke (57382)
57383,Max Gericke,,Max Gericke,1999-04-10,1999-04-10,10/04/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/10-04-1999 Max Gericke (57383)
57384,Max Gericke,,Max Gericke,1999-04-11,1999-04-11,11/04/1999,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/11-04-1999 Max Gericke (57384)
57385,"03-05-2000 Victor Ullate Ballet.
Don Quijote",,"Victor Ullate Ballet.
Don Quijote",2000-05-03,2000-05-03,03/05/2000,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/03-05-2000 Victor Ullate Ballet.
Don Quijote (57385)"
57386,"04-05-2000 Victor Ullate Ballet.
Don Quijote",,"Victor Ullate Ballet.
Don Quijote",2000-05-04,2000-05-04,04/05/2000,Reggio Emilia,187,Teatro Municipale Valli,8715,,,"/Recite/04-05-2000 Victor Ullate Ballet.
Don Quijote (57386)"
57387,Ensemble Nextime . Aterballetto,,Ensemble Nextime . Aterballetto,1998-10-10,1998-10-10,10/10/1998,Reggio Emilia,187,Teatro Municipale Valli,8715,"1945 Three Dances: III, 2pfprep",73088,/Recite/10-10-1998 Ensemble Nextime . Aterballetto (57387)
57388,Ensemble Nextime . Aterballetto . Balletto di Toscana,,Ensemble Nextime . Aterballetto . Balletto di Toscana,1998-10-11,1998-10-11,11/10/1998,Reggio Emilia,187,Teatro Municipale Valli,8715,"1941 Double Music, 4percuss",70072,/Recite/11-10-1998 Ensemble Nextime . Aterballetto . Balletto di Toscana (57388)
57389,Morte di un commesso viaggiatore,,Morte di un commesso viaggiatore,1997-10-27,1997-10-27,27/10/1997,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/27-10-1997 Morte di un commesso viaggiatore (57389)
57390,Morte di un commesso viaggiatore,,Morte di un commesso viaggiatore,1997-10-28,1997-10-28,28/10/1997,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/28-10-1997 Morte di un commesso viaggiatore (57390)
57391,Morte di un commesso viaggiatore,,Morte di un commesso viaggiatore,1997-10-29,1997-10-29,29/10/1997,Reggio Emilia,187,Teatro Municipale Valli,8715,,,/Recite/29-10-1997 Morte di un commesso viaggiatore (57391)
57392,L'Histoire du soldat,,L'Histoire du soldat,1997-11-06,1997-11-06,06/11/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/06-11-1997 L'Histoire du soldat (57392)
57393,L'Histoire du soldat,,L'Histoire du soldat,1997-11-07,1997-11-07,07/11/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/07-11-1997 L'Histoire du soldat (57393)
57394,L'Histoire du soldat,,L'Histoire du soldat,1997-11-08,1997-11-08,08/11/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/08-11-1997 L'Histoire du soldat (57394)
57395,L'Histoire du soldat,,L'Histoire du soldat,1997-11-09,1997-11-09,09/11/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/09-11-1997 L'Histoire du soldat (57395)
57396,Art,,Art,1997-11-20,1997-11-20,20/11/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/20-11-1997 Art (57396)
57397,Art,,Art,1997-11-21,1997-11-21,21/11/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/21-11-1997 Art (57397)
57398,Art,,Art,1997-11-22,1997-11-22,22/11/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/22-11-1997 Art (57398)
57399,Art,,Art,1997-11-23,1997-11-23,23/11/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/23-11-1997 Art (57399)
57400,Art,,Art,1997-11-23,1997-11-23,23/11/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/23-11-1997 Art (57400)
57401,Medea,,Medea,1997-12-02,1997-12-02,02/12/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/02-12-1997 Medea (57401)
57402,Medea,,Medea,1997-12-03,1997-12-03,03/12/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/03-12-1997 Medea (57402)
57403,Medea,,Medea,1997-12-04,1997-12-04,04/12/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/04-12-1997 Medea (57403)
57404,La tempesta,,La tempesta,1997-12-11,1997-12-11,11/12/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/11-12-1997 La tempesta (57404)
57405,La tempesta,,La tempesta,1997-12-12,1997-12-12,12/12/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/12-12-1997 La tempesta (57405)
57406,La tempesta,,La tempesta,1997-12-13,1997-12-13,13/12/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/13-12-1997 La tempesta (57406)
57407,La tempesta,,La tempesta,1997-12-14,1997-12-14,14/12/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/14-12-1997 La tempesta (57407)
57408,La tempesta,,La tempesta,1997-12-14,1997-12-14,14/12/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/14-12-1997 La tempesta (57408)
57409,La serra,,La serra,1997-12-19,1997-12-19,19/12/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/19-12-1997 La serra (57409)
57410,La serra,,La serra,1997-12-20,1997-12-20,20/12/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/20-12-1997 La serra (57410)
57411,La serra,,La serra,1997-12-21,1997-12-21,21/12/1997,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/21-12-1997 La serra (57411)
57412,Woyzeck,,Woyzeck,1998-01-17,1998-01-17,17/01/1998,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/17-01-1998 Woyzeck (57412)
57413,Woyzeck,,Woyzeck,1998-01-18,1998-01-18,18/01/1998,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/18-01-1998 Woyzeck (57413)
57414,La bottega del caffé,,La bottega del caffé,1998-02-05,1998-02-05,05/02/1998,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/05-02-1998 La bottega del caffé (57414)
57415,La bottega del caffé,,La bottega del caffé,1998-02-06,1998-02-06,06/02/1998,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/06-02-1998 La bottega del caffé (57415)
57416,La bottega del caffé,,La bottega del caffé,1998-02-07,1998-02-07,07/02/1998,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/07-02-1998 La bottega del caffé (57416)
57417,La bottega del caffé,,La bottega del caffé,1998-02-08,1998-02-08,08/02/1998,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/08-02-1998 La bottega del caffé (57417)
57418,Cantando sotto la pioggia,,Cantando sotto la pioggia,1998-01-22,1998-01-22,22/01/1998,Reggio Emilia,187,Teatro Municipale Valli,8715,Cantando sotto la pioggia,72784,/Recite/22-01-1998 Cantando sotto la pioggia (57418)
57419,Cantando sotto la pioggia,,Cantando sotto la pioggia,1998-01-24,1998-01-24,24/01/1998,Reggio Emilia,187,Teatro Municipale Valli,8715,Cantando sotto la pioggia,72784,/Recite/24-01-1998 Cantando sotto la pioggia (57419)
57420,Cantando sotto la pioggia,,Cantando sotto la pioggia,1998-01-25,1998-01-25,25/01/1998,Reggio Emilia,187,Teatro Municipale Valli,8715,Cantando sotto la pioggia,72784,/Recite/25-01-1998 Cantando sotto la pioggia (57420)
57421,Cantando sotto la pioggia,,Cantando sotto la pioggia,1998-01-23,1998-01-23,23/01/1998,Reggio Emilia,187,Teatro Municipale Valli,8715,Cantando sotto la pioggia,72784,/Recite/23-01-1998 Cantando sotto la pioggia (57421)
57422,Caligola,,Caligola,1998-02-19,1998-02-19,19/02/1998,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/19-02-1998 Caligola (57422)
57423,Caligola,,Caligola,1998-02-20,1998-02-20,20/02/1998,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/20-02-1998 Caligola (57423)
57424,Caligola,,Caligola,1998-02-21,1998-02-21,21/02/1998,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/21-02-1998 Caligola (57424)
57425,I viaggi di Gulliver,,I viaggi di Gulliver,1998-03-04,1998-03-04,04/03/1998,Reggio Emilia,187,Teatro Ariosto,9415,,,/Recite/04-03-1998 I viaggi di Gulliver (57425)
